tau,naughty_mean,naughty_tenant_number,state_r,upper_queue_buffer,link_queue_buffer,average_loss
3456, 155, 50, 0.968750, 1, 100, 1.884871
3456, 155, 50, 0.978750, 1, 100, 2.024640
3456, 155, 50, 0.988750, 1, 100, 2.208328
3456, 155, 50, 0.998750, 1, 100, 2.446474
3488, 155, 50, 0.968750, 1, 100, 1.876145
3488, 155, 50, 0.978750, 1, 100, 2.019541
3488, 155, 50, 0.988750, 1, 100, 2.180548
3488, 155, 50, 0.998750, 1, 100, 2.567559
3520, 155, 50, 0.968750, 1, 100, 1.885855
3520, 155, 50, 0.978750, 1, 100, 2.039749
3520, 155, 50, 0.988750, 1, 100, 2.193937
3520, 155, 50, 0.998750, 1, 100, 2.555200
3552, 155, 50, 0.968750, 1, 100, 1.889596
3552, 155, 50, 0.978750, 1, 100, 2.036834
3552, 155, 50, 0.988750, 1, 100, 2.177006
3552, 155, 50, 0.998750, 1, 100, 2.532516
3584, 155, 50, 0.968750, 1, 100, 1.877867
3584, 155, 50, 0.978750, 1, 100, 1.999687
3584, 155, 50, 0.988750, 1, 100, 2.188316
3584, 155, 50, 0.998750, 1, 100, 2.549780
3616, 155, 50, 0.968750, 1, 100, 1.876821
3616, 155, 50, 0.978750, 1, 100, 2.030600
3616, 155, 50, 0.988750, 1, 100, 2.198801
3616, 155, 50, 0.998750, 1, 100, 2.516042
3648, 155, 50, 0.968750, 1, 100, 1.890474
3648, 155, 50, 0.978750, 1, 100, 2.007755
3648, 155, 50, 0.988750, 1, 100, 2.214310
3648, 155, 50, 0.998750, 1, 100, 2.553283
3680, 155, 50, 0.968750, 1, 100, 1.873523
3680, 155, 50, 0.978750, 1, 100, 2.016661
3680, 155, 50, 0.988750, 1, 100, 2.172609
3680, 155, 50, 0.998750, 1, 100, 2.513399
3712, 155, 50, 0.968750, 1, 100, 1.879342
3712, 155, 50, 0.978750, 1, 100, 2.009314
3712, 155, 50, 0.988750, 1, 100, 2.175712
3712, 155, 50, 0.998750, 1, 100, 2.508911
3744, 155, 50, 0.968750, 1, 100, 1.878089
3744, 155, 50, 0.978750, 1, 100, 2.008704
3744, 155, 50, 0.988750, 1, 100, 2.173434
3744, 155, 50, 0.998750, 1, 100, 2.446699
3776, 155, 50, 0.968750, 1, 100, 1.873104
3776, 155, 50, 0.978750, 1, 100, 2.029463
3776, 155, 50, 0.988750, 1, 100, 2.211248
3776, 155, 50, 0.998750, 1, 100, 2.546174
3808, 155, 50, 0.968750, 1, 100, 1.883210
3808, 155, 50, 0.978750, 1, 100, 2.015714
3808, 155, 50, 0.988750, 1, 100, 2.165697
3808, 155, 50, 0.998750, 1, 100, 2.571707
3840, 155, 50, 0.968750, 1, 100, 1.891897
3840, 155, 50, 0.978750, 1, 100, 1.989802
3840, 155, 50, 0.988750, 1, 100, 2.195299
3840, 155, 50, 0.998750, 1, 100, 2.526376
3872, 155, 50, 0.968750, 1, 100, 1.884066
3872, 155, 50, 0.978750, 1, 100, 2.026045
3872, 155, 50, 0.988750, 1, 100, 2.143882
3872, 155, 50, 0.998750, 1, 100, 2.594801
3904, 155, 50, 0.968750, 1, 100, 1.881174
3904, 155, 50, 0.978750, 1, 100, 2.001893
3904, 155, 50, 0.988750, 1, 100, 2.164045
3904, 155, 50, 0.998750, 1, 100, 2.517338
3936, 155, 50, 0.968750, 1, 100, 1.880643
3936, 155, 50, 0.978750, 1, 100, 2.005125
3936, 155, 50, 0.988750, 1, 100, 2.197164
3936, 155, 50, 0.998750, 1, 100, 2.553014
3968, 155, 50, 0.968750, 1, 100, 1.871581
3968, 155, 50, 0.978750, 1, 100, 2.012567
3968, 155, 50, 0.988750, 1, 100, 2.178078
3968, 155, 50, 0.998750, 1, 100, 2.519659
4000, 155, 50, 0.968750, 1, 100, 1.883825
4000, 155, 50, 0.978750, 1, 100, 2.014380
