tau,regular_loss,naughty_loss
4960, 0.526236, 1.429519
4960, 1.021189, 1.180645
4960, 1.294634, 1.189890
4992, 0.242003, 1.614284
4992, 0.442817, 1.507278
4992, 1.001912, 1.165026
4992, 1.321262, 1.197824
5024, 0.262936, 1.618315
5024, 0.414128, 1.534636
5024, 0.994697, 1.156330
5024, 1.322463, 1.206121
5056, 0.238911, 1.623234
5056, 0.404026, 1.541993
5056, 1.000966, 1.163694
5056, 1.296930, 1.176689
5088, 0.243395, 1.622837
5088, 0.480731, 1.469891
5088, 1.004354, 1.157319
5088, 1.351398, 1.232606
5120, 0.245256, 1.626120
5120, 0.542360, 1.445802
5120, 0.995138, 1.171941
5120, 1.284519, 1.164140
5152, 0.226966, 1.657537
5152, 0.516532, 1.448770
5152, 0.993059, 1.173056
5152, 1.304290, 1.188271
5184, 0.237102, 1.635179
5184, 0.408225, 1.547974
5184, 0.986783, 1.169150
5184, 1.311830, 1.194729
5216, 0.232070, 1.644151
5216, 0.370892, 1.576969
5216, 1.000270, 1.173016
5216, 1.316197, 1.196178
5248, 0.248029, 1.648059
5248, 0.461872, 1.497314
5248, 0.986742, 1.176343
5248, 1.297098, 1.191265
5280, 0.230653, 1.630646
5280, 0.385168, 1.571281
5280, 0.993444, 1.168495
5280, 1.347108, 1.221061
5312, 0.243949, 1.631943
5312, 0.551716, 1.418814
5312, 0.985649, 1.160854
5312, 1.338768, 1.210374
5344, 0.274992, 1.598425
5344, 0.382389, 1.543543
5344, 0.990949, 1.170746
5344, 1.341959, 1.214415
5376, 0.235435, 1.640688
5376, 0.431989, 1.533400
5376, 0.984632, 1.163845
5376, 1.328230, 1.218903
5408, 0.237546, 1.639882
5408, 0.368747, 1.573486
5408, 0.994887, 1.167741
5408, 1.333837, 1.225356
5440, 0.249903, 1.617467
5440, 0.426005, 1.531565
5440, 0.988077, 1.160566
5440, 1.338814, 1.222441
5472, 0.220209, 1.661118
5472, 0.420914, 1.542569
5472, 0.982047, 1.180562
5472, 1.316669, 1.187637
5504, 0.218521, 1.659756
5504, 0.356808, 1.586957
5504, 0.993974, 1.167714
5504, 1.347386, 1.223495
5536, 0.216192, 1.662372
5536, 0.468988, 1.481545
5536, 0.975117, 1.185363
