tau,naughty_mean,naughty_tenant_number,state_r,upper_queue_buffer,link_queue_buffer,average_loss
9408, 155, 50, 0.987500, 1, 100, 1.712831
9440, 155, 50, 0.987500, 1, 100, 1.715931
9472, 155, 50, 0.987500, 1, 100, 1.714445
9504, 155, 50, 0.987500, 1, 100, 1.711113
9536, 155, 50, 0.987500, 1, 100, 1.713327
9568, 155, 50, 0.987500, 1, 100, 1.722726
9600, 155, 50, 0.987500, 1, 100, 1.717465
9632, 155, 50, 0.987500, 1, 100, 1.716331
9664, 155, 50, 0.987500, 1, 100, 1.717915
9696, 155, 50, 0.987500, 1, 100, 1.716390
9728, 155, 50, 0.987500, 1, 100, 1.713320
9760, 155, 50, 0.987500, 1, 100, 1.717392
9792, 155, 50, 0.987500, 1, 100, 1.712834
9824, 155, 50, 0.987500, 1, 100, 1.708719
9856, 155, 50, 0.987500, 1, 100, 1.716133
9888, 155, 50, 0.987500, 1, 100, 1.719667
9920, 155, 50, 0.987500, 1, 100, 1.717309
9952, 155, 50, 0.987500, 1, 100, 1.716332
9984, 155, 50, 0.987500, 1, 100, 1.716432
10016, 155, 50, 0.987500, 1, 100, 1.713062
10048, 155, 50, 0.987500, 1, 100, 1.715149
10080, 155, 50, 0.987500, 1, 100, 1.713572
10112, 155, 50, 0.987500, 1, 100, 1.717325
10144, 155, 50, 0.987500, 1, 100, 1.719107
10176, 155, 50, 0.987500, 1, 100, 1.714239
10208, 155, 50, 0.987500, 1, 100, 1.711265
10240, 155, 50, 0.987500, 1, 100, 1.713794
10272, 155, 50, 0.987500, 1, 100, 1.716527
10304, 155, 50, 0.987500, 1, 100, 1.716129
10336, 155, 50, 0.987500, 1, 100, 1.715220
10368, 155, 50, 0.987500, 1, 100, 1.714437
10400, 155, 50, 0.987500, 1, 100, 1.714353
10432, 155, 50, 0.987500, 1, 100, 1.708587
10464, 155, 50, 0.987500, 1, 100, 1.713380
10496, 155, 50, 0.987500, 1, 100, 1.713802
10528, 155, 50, 0.987500, 1, 100, 1.713238
10560, 155, 50, 0.987500, 1, 100, 1.710457
10592, 155, 50, 0.987500, 1, 100, 1.712976
10624, 155, 50, 0.987500, 1, 100, 1.714164
10656, 155, 50, 0.987500, 1, 100, 1.711581
10688, 155, 50, 0.987500, 1, 100, 1.710453
10720, 155, 50, 0.987500, 1, 100, 1.715125
10752, 155, 50, 0.987500, 1, 100, 1.712247
10784, 155, 50, 0.987500, 1, 100, 1.713813
10816, 155, 50, 0.987500, 1, 100, 1.710116
10848, 155, 50, 0.987500, 1, 100, 1.717351
10880, 155, 50, 0.987500, 1, 100, 1.713296
10912, 155, 50, 0.987500, 1, 100, 1.711471
10944, 155, 50, 0.987500, 1, 100, 1.720449
10976, 155, 50, 0.987500, 1, 100, 1.714106
11008, 155, 50, 0.987500, 1, 100, 1.714426
11040, 155, 50, 0.987500, 1, 100, 1.717809
11072, 155, 50, 0.987500, 1, 100, 1.716677
11104, 155, 50, 0.987500, 1, 100, 1.710685
11136, 155, 50, 0.987500, 1, 100, 1.710963
11168, 155, 50, 0.987500, 1, 100, 1.710795
11200, 155, 50, 0.987500, 1, 100, 1.714451
11232, 155, 50, 0.987500, 1, 100, 1.714539
11264, 155, 50, 0.987500, 1, 100, 1.709492
11296, 155, 50, 0.987500, 1, 100, 1.714594
11328, 155, 50, 0.987500, 1, 100, 1.718416
11360, 155, 50, 0.987500, 1, 100, 1.710644
11392, 155, 50, 0.987500, 1, 100, 1.713598
11424, 155, 50, 0.987500, 1, 100, 1.712143
11456, 155, 50, 0.987500, 1, 100, 1.713677
11488, 155, 50, 0.987500, 1, 100, 1.712911
11520, 155, 50, 0.987500, 1, 100, 1.713110
11552, 155, 50, 0.987500, 1, 100, 1.717689
11584, 155, 50, 0.987500, 1, 100, 1.714454
11616, 155, 50, 0.987500, 1, 100, 1.714803
11648, 155, 50, 0.987500, 1, 100, 1.715406
11680, 155, 50, 0.987500, 1, 100, 1.717659
11712, 155, 50, 0.987500, 1, 100, 1.709243
11744, 155, 50, 0.987500, 1, 100, 1.713598
11776, 155, 50, 0.987500, 1, 100, 1.712790
11808, 155, 50, 0.987500, 1, 100, 1.708563
11840, 155, 50, 0.987500, 1, 100, 1.709554
11872, 155, 50, 0.987500, 1, 100, 1.712940
11904, 155, 50, 0.987500, 1, 100, 1.717542
11936, 155, 50, 0.987500, 1, 100, 1.714851
11968, 155, 50, 0.987500, 1, 100, 1.707388
12000, 155, 50, 0.987500, 1, 100, 1.716222
12032, 155, 50, 0.987500, 1, 100, 1.711178
12064, 155, 50, 0.987500, 1, 100, 1.709876
12096, 155, 50, 0.987500, 1, 100, 1.710840
12128, 155, 50, 0.987500, 1, 100, 1.711967
12160, 155, 50, 0.987500, 1, 100, 1.711213
12192, 155, 50, 0.987500, 1, 100, 1.709860
12224, 155, 50, 0.987500, 1, 100, 1.709086
12256, 155, 50, 0.987500, 1, 100, 1.708561
12288, 155, 50, 0.987500, 1, 100, 1.713613
12320, 155, 50, 0.987500, 1, 100, 1.710953
